genes,APC1320ko,RKO_CM,RKO_RSPO1mut_CM,WTko,APC1320_CRISPRa,WT_CRISPRa
ADCY9,-0.786891595,0.738133776,0.093534898,0.650825179,0.241379192,-0.003057178
ADCYAP1,0.372904073,0.185205037,0.299424564,0.456409761,0.017220193,-0.719750728
ADCYAP1R1,-0.033319621,0.159494718,0.261042339,-0.20167928,0.371588448,0.397906646
ADD1,0.12364592,0.27987242,-0.307838547,0.086637355,-0.47067335,-0.011367945
ADD2,-0.097624089,0.424414004,0.726442743,0.087715307,-0.048640257,-0.799192257
ADD3,-0.749595865,-0.065785539,0.236199786,-0.485174502,-0.786151793,0.10419696
ADGB,-0.330462897,0.143020383,0.159478542,-0.085621444,-0.616704517,-0.160188157
ADGRA1,0.227811846,0.088397424,-0.372153213,0.444386632,0.334800424,0.615405413
ADGRA2,0.136282777,-0.04106185,-0.046038507,0.13689428,0.161457571,0.482267079
ADGRA3,-0.078574585,5.648623705,7.11605187,1.866802952,-0.099265037,-0.336801921
ADGRB1,0.245576001,-0.38195382,-0.370143328,-0.104125601,-0.011929287,0.873566277
ADGRB2,0.307181709,-0.055728362,-0.090465306,0.529093657,0.066361141,-0.333342134
ADGRB3,0.570508367,-0.297252679,-0.262038099,0.32937255,-0.558441398,0.144079678
ADGRD1,-0.507005704,-0.032436595,-0.207525591,-0.068776193,0.678595096,0.563426596
ADGRE1,0.751443189,-0.30425524,0.042834228,-0.199927665,0.435487683,0.458049538
ADGRE2,-0.538141206,-0.542129822,-0.449929563,-0.220173746,-0.459087985,-0.4670531
ADGRE3,0.409991019,-0.677374972,-0.432694412,-0.165741712,-0.461860694,-0.14686427
ADGRE5,-0.132900235,-0.211201805,-0.132165207,-0.606922018,0.254576678,0.033143484
ADGRF1,0.175873554,0.354657062,-0.281094996,0.154061725,-0.367436231,-0.064603472
ADGRF2,0.480758114,-0.120703429,0.063197003,0.324789796,0.119099975,-0.099772199
ADGRF3,0.753431724,0.453660238,0.258958964,0.127335312,0.461831712,-0.82821264
ADGRF4,-0.227261802,-0.270395959,-0.325039581,0.180653108,-0.234937098,-0.16532441
ADGRF5,0.269785574,0.452640785,0.058868393,-0.206488508,-0.790853697,-0.303731599
ADGRG1,0.901593532,0.438386399,-0.270065247,0.310385944,-0.200761625,0.154053327
ADGRG2,0.37973137,0.174419131,-0.447299585,-0.159567776,-0.151906136,-0.747865088
ADGRG3,0.296859941,0.2022611,0.130086165,0.017013638,0.141207154,0.289069876
ADGRG4,0.025612569,0.293080201,-0.074123659,0.168938524,0.396882536,0.087166382
ADGRG5,-0.188023827,-0.140627223,0.367205885,-0.366278154,1.479493669,1.138015887
ADGRG6,-0.277717651,0.16946068,-0.35030072,0.076262137,-0.318954358,-0.834194504
ADGRG7,-0.743767037,0.712877638,0.297297937,-0.072492816,-0.116099464,0.59036182
ADGRL1,0.07004219,-0.12299558,-0.175151911,-0.067422858,0.764102678,0.347582277
ADGRL2,0.689829712,0.058561736,0.209069518,0.076667198,-0.588431566,-0.853257658
ADGRL3,0.272756228,0.389381474,0.245802516,0.312305477,0.483618897,1.010247595
ADGRL4,0.437486395,0.701002133,0.286789438,0.177627742,0.525622911,0.608658351
ADGRV1,0.388211787,0.69512506,-0.305933858,-0.32342676,-0.350194611,0.186582433
ADH1A,0.340166359,0.355568001,-0.437911141,0.117780408,0.087901568,-0.36434544
ADH1B,0.130757851,0.130230907,0.581393211,0.360916207,-0.263242738,-0.853742701
ADH1C,0.046634066,-0.576168469,-0.016767818,-0.210940565,0.061820028,-0.34347467
ADH4,0.143611692,0.426038031,0.015612733,0.330075899,0.30671864,-0.103847187
ADH5,0.281738935,0.433275832,0.061960217,0.006683089,0.355781652,0.272254562
ADH6,-0.013169588,0.483900606,0.307784754,0.018949364,-0.685377653,-0.32284879
ADH7,0.236412658,0.004678447,0.067401067,0.075641952,0.225844404,-0.186213728
ADHFE1,0.719992071,0.76983268,0.137236799,-0.006987413,-0.118536677,0.198178844
ADI1,-0.070173623,-0.585945964,-0.415980067,0.017702292,0.555887798,0.363034884
ADIG,0.327223316,-0.08874519,0.181479751,0.649607812,-0.049558715,-0.474092074
ADIPOQ,-0.275136368,-0.49586664,-0.670605301,-0.074859927,0.180650042,-0.314408323
ADIPOR1,0.463916691,1.596654346,0.613996518,0.139774437,-0.138886956,-0.055534985
ADIPOR2,-0.324216733,2.709040568,2.27158186,1.327239277,0.337177676,-0.04149821
ADIRF,0.21813201,-0.118477205,-0.32717834,-0.50776312,0.055742106,-0.034983244
ADK,-0.021535368,-0.064311379,-0.497470302,-0.07463285,0.042950091,-0.287024506
ADM,0.421831611,-0.361621169,-0.593305232,0.462700608,0.121673293,0.266641758
ADM2,-0.397588535,-0.167210165,0.208170024,-0.29656254,0.279950464,-0.714807904
ADM5,0.010848057,0.743973401,0.193139735,0.134046206,-0.302998774,-0.990209496
ADNP,-1.623649629,0.004945151,-0.774775203,-0.524706269,1.164219659,0.585533245
ADNP2,0.335284495,-0.072017033,-0.757488589,-0.001842741,0.476503663,0.70620469
ADO,-0.055819419,0.25376578,0.217461167,0.012634565,-0.667787443,-0.563036541
ADORA1,-0.141264009,-0.467618206,-0.035863491,0.493248844,-0.391018332,-0.184787505
ADORA2A,-0.307402575,-0.145723356,0.186961918,0.074705243,-0.487058251,0.005127545
ADORA2B,-0.117272549,0.101110011,0.195120817,-0.044743677,-0.066926808,0.19136126
ADORA3,-0.281164928,0.049278364,-0.195573862,-0.337151071,-0.035330564,-0.067443102
ADPGK,-0.130117018,0.055628077,-0.085164808,0.559866927,-0.245369268,-0.436182663
ADPRH,-0.204181348,0.087025463,0.108351182,0.287147235,-0.256502844,0.409430401
ADPRHL1,0.044492221,-0.225341304,0.144398853,-0.440227569,0.798741379,0.49461969
ADPRHL2,-0.019129737,-0.920622786,-0.08994152,-0.27126497,-0.596490605,0.058375547
ADPRM,0.070167358,0.487990721,0.438030527,0.629075454,-0.11247948,-0.540019791
ADRA1A,-0.244944634,0.815128233,-0.100085159,0.044110328,-0.60224242,-0.403950089
ADRA1B,0.897084574,-0.058757287,-0.112289442,-0.352859827,0.08588992,0.145079101
ADRA1D,-0.224464984,0.043533369,0.1807202,-0.262182158,0.397391586,-0.18518935
ADRA2A,-0.477599955,0.194147665,-0.192306617,-0.212211243,0.066811673,-1.016256293
ADRA2B,0.05780213,0.319607896,0.42822697,0.044896171,-0.008250752,0.059896359
ADRA2C,0.311973845,-0.184344326,-0.065352749,0.267923894,0.349565736,-0.299786008
ADRB1,0.032750069,0.892045469,0.128493962,-0.154728425,0.274442163,0.38533762
ADRB2,0.295454036,0.56025354,0.287844755,0.330519318,0.255902961,-0.158899451
ADRB3,0.082357652,0.276667233,0.508531412,0.304741941,0.287149063,-0.229546975
ADRM1,4.546624973,-0.207710095,-0.968383259,-0.238699084,0.152427889,0.182100554
ADSL,0.412840442,0.791299762,0.431696882,-0.237241251,0.053512035,0.12965814
ADSS,1.021698666,0.204526835,0.569583571,0.295622936,-0.770750789,-0.439208903
ADSSL1,-0.051727129,-0.281994932,-0.285289661,-0.348659022,-0.222512595,-0.02660569
ADTRP,1.319462056,0.351812093,-0.031795302,0.21085543,-0.372232087,-0.099086587
AEBP1,-0.139987515,0.279942656,0.208409109,-0.060467495,-0.083800568,0.670644494
AEBP2,-1.049306781,-0.428844129,-0.792991342,-0.615652144,-0.105402193,-0.298150824
AEN,-0.3859386,0.212207855,-0.059858808,-0.069159863,0.205343249,-0.098395018
AES,0.181918723,0.121330242,0.088472863,-0.097569366,-0.083876058,-0.38994025
AFAP1,0.158748444,0.000331172,0.185939204,-0.224520127,-0.171921782,-0.112862595
AFAP1L1,-0.437027181,0.050356548,-0.099799646,0.445691846,-0.261770803,-0.298826527
AFAP1L2,-0.387256356,-0.24853749,-0.106858927,0.121494359,-0.385509332,-0.259993751
AFF1,1.233339727,-0.099412486,-0.07216659,-0.58055782,-0.837602699,-1.230665264
AFF2,0.337001406,0.555033503,0.244532092,0.335199956,-0.377987615,-0.690567724
AFF3,-0.406746722,-0.058762804,0.111840093,0.156697235,-0.707956754,0.343920206
AFF4,-0.020866001,-0.57469162,-0.547822407,-0.598947936,0.890820664,1.116131335
AFG3L2,-0.562429672,0.634948632,1.162300421,0.872188435,0.047261622,-0.253173073
AFM,-0.342983468,-0.038342324,0.160273047,0.173963822,0.109156932,-0.039964373
AFMID,0.441348403,-0.26786174,-0.527120253,-0.593521148,0.32877982,-0.058012214
AFP,0.381539754,-0.289332657,0.539675674,0.336125369,-0.070328322,-0.558859115
AFTPH,-0.808055235,-1.810901957,-0.427950649,-0.608348551,0.083846027,0.152570905
AGA,0.063369225,0.113819728,-0.156478491,0.092670518,0.204613709,-0.144278374
AGAP1,0.653998165,0.845638641,0.433895239,0.306032261,-0.238839056,0.135474835
AGAP11,-0.625657835,-0.20331714,-0.627971486,-0.859682847,-0.778668154,0.4655686
AGAP2,-0.214539817,0.424681876,0.351091363,0.095919211,-0.199025303,-0.282525353
AGAP3,0.943338958,-0.871777473,-1.191433128,-1.080938838,-0.5779889,-0.806149699
AGAP4,-1.092764684,-0.420085761,-0.754404183,-1.242277694,-0.134467478,0.258969515
AGAP5,-1.077572677,-0.262065965,-0.299234476,-0.834854834,-0.289866446,0.061402964
AGAP6,-1.167751647,-0.345877975,-0.089813076,-1.28690229,0.102977695,-0.029740345
AGAP9,-1.79858649,-0.876152273,-0.460468881,-0.736491742,0.394026179,0.050791605
AGBL1,0.417811806,0.338848562,-0.478387083,-0.4386316,-0.398574865,-0.129714281
AGBL2,0.320989107,-0.128397879,-0.118527014,0.285154431,-0.422036463,-0.021981364
AGBL3,-0.426814327,-0.715234281,-0.403165384,-0.639015913,-0.060281145,0.25548083
AGBL4,-0.244768331,0.349902488,0.346373154,-0.083643922,-0.384438783,0.622530175
AGBL5,0.536209001,0.087087718,-0.416078919,0.030652646,0.015907547,-0.161125388
AGER,0.438347577,0.048260963,0.010202174,0.174124015,-0.954263877,0.444619029
AGFG1,1.314814832,2.023260841,2.912047906,1.67906271,-0.172433073,-0.668676474
AGFG2,0.12939337,-1.000632014,-0.960796326,-0.945916953,0.020715025,-0.093407324
AGGF1,-0.416945187,0.19800189,0.381248149,0.339710448,0.461083852,0.302622876
AGK,0.195367865,-1.38206193,-0.720573833,-0.858805169,-0.313046554,-0.137340244
AGL,-0.326824024,0.511723157,0.112757521,0.074057923,-0.156662535,0.096173795
AGMAT,1.12079737,-0.082222512,-0.02294929,0.332587705,0.154120887,0.252939575
AGMO,0.11680285,0.627930042,0.210220607,-0.197849291,-0.607100538,-0.022457369
AGO1,0.22856999,-0.351237076,0.094807052,-0.11794152,-0.516732434,0.049931942
AGO2,0.8925849,-0.637832263,-0.280971912,0.872611248,-0.005230001,0.752640414
AGO3,0.49386915,0.283634276,-0.256578587,0.031162537,0.728760338,0.145374917
AGO4,0.096762968,0.178276529,0.153374689,0.468988931,0.516664955,-0.101328201
AGPAT1,0.559364312,-0.480089708,-0.2871366,-0.480200494,0.905961974,0.499781513
AGPAT2,-0.382082325,-0.289800569,0.045253223,0.25306739,0.065337003,0.874057394
AGPAT3,0.722315726,0.651842874,0.309273661,0.1427477,0.606292018,0.116213807
AGPAT4,0.038448356,0.143963277,0.232125623,-0.081062134,-0.340241455,-0.192243739
AGPAT5,0.473631282,-0.094359314,0.156864809,-0.028084854,0.342085416,0.320424109
AGPS,0.79189335,0.949651891,1.34068172,1.212350062,-0.922614855,0.087763215
AGR2,0.22203605,-0.518530105,-0.066438693,-0.058048985,0.033273941,-0.617921109
AGR3,-0.364280729,0.261290046,0.481112865,0.372885548,-0.165315651,-0.232718545
AGRN,-0.39513104,0.33114011,0.163915609,-0.101659274,0.077429198,-0.40292368
AGRP,-0.269816038,0.008453543,0.062467768,-0.15182474,0.776149982,0.136326371
AGT,0.195379755,-0.442002181,-0.369495547,-0.361998444,-0.136760822,0.077365775
AGTPBP1,0.273141544,-0.156909927,0.195336862,-0.343424452,-0.179733357,0.192643331
AGTR1,-0.345159043,0.302009348,-0.031681296,-0.416926704,0.556099765,0.263558496
AGTR2,0.142199126,0.12960664,0.313244635,0.460581919,-0.036396464,0.051903811
AGTRAP,0.347116902,0.114271998,-0.013783033,0.047177041,-0.094125143,0.477457119
AGXT,0.156936224,0.446536351,0.038981328,-0.140305782,-0.086027942,0.027100499
AGXT2,-0.166048934,-0.595504399,-0.651530945,-1.119263607,0.082364444,-0.680705728
AHCTF1,-0.716220614,-0.656201268,-0.482129166,-0.268934277,0.20857919,-0.415558024
AHCY,-0.479718914,-1.360354764,-1.376739232,-1.833626856,-0.137181563,-0.063266542
AHCYL1,1.44490384,2.462505361,2.780539473,2.665671886,-0.280313606,-0.272385876
AHCYL2,0.323963651,-1.080749195,0.086873244,-0.431787703,0.83465669,0.122868257
AHDC1,-0.31300425,-0.21654492,-0.1476637,-0.020347932,-0.287618579,0.506777556
AHI1,-0.968196147,-0.152641484,0.499342114,0.03273694,0.375280876,0.935373351
AHNAK,0.150829008,0.326676802,0.541670931,0.113640324,0.428126747,-0.247791363
AHNAK2,-0.100900546,-0.339019004,-0.687720041,0.341224554,-0.361344799,-0.943661243
AHR,-0.683563669,0.153625913,-0.04224395,0.469613153,-0.920200807,0.515180518
AHRR,-0.059531144,0.325052351,0.156255479,-0.718994985,-0.016441178,-0.703463586
AHSA1,0.83840055,0.39749479,0.024390462,0.029773314,-0.02754569,0.016813001
AHSA2,0.213927905,0.355698561,0.478172844,0.610968822,-0.018334176,0.095780517
AHSG,-0.147194886,0.191156811,0.326373124,-0.318886966,-0.366911155,0.707895293
AHSP,-0.192527613,-0.477623451,-0.060483071,0.088362429,0.281310414,-0.468467456
AICDA,0.242518601,0.245727903,0.419800974,0.326241481,0.072607911,-0.07485966
AIDA,0.1365685,0.483488457,0.045343372,0.134888846,-0.329493241,0.405666467
AIF1,0.453363529,-0.262956033,0.21563435,0.37305273,0.383835391,0.683632751
AIF1L,0.04927613,0.553315306,-0.058672158,-0.960459277,-0.411042878,-0.21555262
AIFM1,-0.350230587,0.392157913,1.286790179,0.4158597,-0.723261002,0.083010664
AIFM2,-0.062415161,0.506648476,0.285814538,-0.339522176,0.601266421,0.128116153
AIFM3,-0.114960085,-0.066710072,-0.086484241,0.875422594,0.141806776,0.20407286
AIG1,-0.304785762,-0.469285208,-0.053633016,0.096329849,-0.116979221,0.337997294
AIM2,0.086640707,0.254447953,0.116578912,-0.085837642,1.360416993,0.284074693
AIMP1,0.567506827,0.341619937,0.121167645,0.558264068,0.060198369,0.639510788
AIMP2,0.16746429,-0.611331085,0.022629212,-0.429122088,0.184283974,-0.43287617
AIP,-0.625008089,-3.459112091,-2.132740596,-0.585399641,0.566980067,0.794557709
AIPL1,-0.260643242,-0.262488681,-0.242264818,0.00157108,-0.430406115,0.103522
AIRE,0.305861283,-0.331225501,-0.303356388,-0.143599876,0.293236173,-0.028137414
AJAP1,-0.289546677,-0.185732499,-0.085237314,0.069739217,-0.502312088,-0.081013005
AJUBA,0.127162789,0.688822879,0.775525162,0.47434041,-0.250593073,-0.252496364
AK1,-0.465175558,-0.153290431,-0.394930162,-0.833385779,-0.129947324,0.64476185
AK2,0.094666256,-0.103943546,-0.010158243,-0.200412211,0.303319257,0.479623051
AK3,-0.95994697,-0.080291744,-0.145720343,0.011573202,-0.084832364,0.355567289
AK4,-0.188492451,-0.111893347,0.043751523,-0.060436871,-0.191843077,0.458846361
AK5,0.708272501,0.009396094,-0.420594659,-0.181040823,-0.102717983,0.31003177
AK6,-0.27614905,2.496597203,1.520900387,1.414922813,-0.698268094,-0.653567387
AK7,-0.063645509,0.253350394,0.314860781,-0.340332958,0.238443892,0.778660693
AK8,0.440600731,-0.50013917,-0.360739342,-0.464523295,0.235771237,-0.735443446
AK9,-0.772970552,-0.258417978,0.281784246,-0.043506824,0.556035626,-0.088326617
AKAP1,0.777552596,0.138730364,0.709883157,0.407411754,-1.188463713,0.091291149
AKAP10,-0.430326268,0.071983826,-0.29440227,0.192114584,-0.16923597,-0.373255192
AKAP11,-0.248346166,-0.042908625,-0.286834527,-0.00707358,0.443478281,0.95402345
AKAP12,-0.449218884,0.019180904,0.441571613,-0.175054988,-0.30693811,-0.184272014
AKAP13,-0.056596434,-0.292502939,0.00081035,-0.152479354,-0.09023666,0.141983366
AKAP14,-0.187105429,-0.248305257,-0.161017894,0.189962724,-0.800593236,-0.248789157
AKAP17A,-0.191188807,1.492138616,0.473233948,0.060135615,-0.200488103,0.734896523
AKAP2,-0.021353635,0.299307281,-0.138491663,-0.252968549,-0.15039767,0.7840889
AKAP3,0.033008266,0.732658225,0.078179537,-0.101086836,0.610304428,0.751563816
AKAP4,0.15082141,0.316507794,0.101459122,-0.112348238,0.531057826,0.477931237
AKAP5,0.167196081,-0.28069702,-0.035563263,0.095460569,0.174146211,-0.105757513
AKAP6,-0.128388575,-0.10029128,-0.557255747,-0.07343265,-0.601874544,0.365114699
AKAP7,-0.21441355,0.236410376,0.24149537,0.02048274,-0.715561635,-0.478977371
AKAP8,-1.424548814,-0.897182232,-0.616161714,-1.24695344,0.477990239,0.38114584
AKAP8L,-1.226463111,-0.826787062,-0.481420324,-0.548621032,-0.018499022,-0.472676358
AKAP9,0.520156885,-0.496034112,-0.447027727,-0.969999971,-0.057134911,-0.264957389
AKIP1,0.254229933,0.644360342,-0.206015233,-0.080219695,-0.030588674,0.709493274
AKIRIN1,-1.139297706,-2.196198008,-1.323964321,-1.021006981,-0.082680335,0.311070461
AKIRIN2,0.636636188,-1.087243969,-0.254409159,-0.855939708,-0.058781611,0.850608183
AKNA,-0.268457413,-0.283994399,-0.763185315,-0.046985296,0.132106099,-0.209004913
AKNAD1,0.110061583,-0.067990564,0.361071345,-0.097986196,0.3078436,0.166509826
AKR1A1,-0.134217031,0.496639826,0.300048889,0.142210977,0.397243188,0.441877039
AKR1B1,-0.034704312,-0.640924852,-0.371110074,-0.912479477,-0.172041508,0.587172362
AKR1B10,-0.098127434,-0.323296545,-0.19461948,-0.280509777,0.050226412,-0.390498968
AKR1B15,-0.44703663,-0.524577179,-0.345568781,-0.766147363,-0.105982033,0.036764852
AKR1C1,0.522290992,-0.32113422,-0.194205513,-0.581297919,-0.982497971,0.533826739
AKR1C2,0.24910699,-0.325536858,-0.478549751,0.084796303,0.826095826,-0.322066024
AKR1C3,0.428479984,-0.232571457,-0.102895941,-0.437602536,-0.041803009,0.155332094
AKR1C4,0.464673377,-0.54709426,-0.082448254,0.282110144,0.216156836,0.164968063
AKR1D1,-0.654387743,-1.253667678,-0.562016321,-1.3315225,-0.304521471,0.015348266
AKR1E2,0.183963877,-0.009502753,-0.353566776,-0.300884469,0.734370926,0.490417855
AKR7A2,-0.575133447,0.111873773,-0.051765098,-0.178971185,0.062820331,-1.062841633
AKR7A3,-0.057149912,-0.148161765,0.313191438,0.240947984,0.126548368,-0.486853613
AKT1,-0.467191863,0.745720377,-0.318852338,0.20836263,-0.517604655,-0.065653767
AKT1S1,0.057691022,0.187167083,-0.184131953,-0.577626852,0.802673382,0.087108731
AKT2,0.292600703,0.066321262,0.165476258,0.091823449,0.393158632,0.588671195
AKT3,-0.009548831,-0.274276342,0.024701097,-0.322356363,-0.511868557,-0.198856191
AKTIP,-0.120907977,0.088452374,0.453431781,-0.347656352,-0.031877596,0.073335351
ALAD,-0.887676464,-0.220950784,0.258423507,-0.427207396,0.290019735,0.624651721
ALAS1,-0.437621633,1.288444241,1.17565622,0.468613696,-0.330214365,-0.430130666
ALAS2,0.604773095,-0.121289918,0.231227377,0.416758176,-0.150485635,0.422291179
ALB,0.606035773,0.19940184,0.259975528,-0.026496937,-0.363677914,-0.344540246
ALCAM,0.330500921,0.587682767,0.678855701,-0.223530839,0.081830526,0.5222701
ALDH16A1,0.081428772,0.380109345,0.448927732,0.362073563,0.235824525,0.22617443
ALDH18A1,-2.59791918,-0.730393284,0.159571127,-0.418429407,0.522767581,0.048260021
ALDH1A1,0.564407944,-0.805310258,-0.786417776,-0.585808687,0.297788356,-0.205441346
ALDH1A2,0.045038223,0.225559059,-0.179831075,0.435461264,-0.68143362,-0.524943795
ALDH1A3,0.296239211,0.021146126,-0.155328156,0.43072932,-0.267462599,-0.184508737
ALDH1B1,-0.32763365,-0.335175335,-0.947428466,-0.562063896,-0.488902403,-0.154218062
ALDH1L1,0.112201691,0.269445075,0.230062685,0.139250778,-0.514212849,-0.685399312
ALDH1L2,-0.079116278,0.115178219,-0.312336315,-0.246170813,-0.444914058,0.23067543
ALDH2,0.394157555,0.636527595,0.252008959,-0.831671627,-0.267119543,0.512908257
ALDH3A1,0.739307647,-0.019276078,0.07675806,0.161741467,-0.177538768,-0.053549692
ALDH3A2,0.291265025,-0.135877602,0.05466547,0.179436906,0.04319865,-0.104731483
ALDH3B1,0.252879916,-0.061154678,-0.06664946,-0.330155472,-0.532299097,-0.075859635
ALDH3B2,0.246406379,0.403222249,0.186321655,0.921213038,-0.514727016,-0.639243106
ALDH4A1,-0.010213211,0.070232359,0.010784096,0.095619334,0.276450146,0.401042362
ALDH5A1,-1.029138787,-0.146778824,-0.152172125,-0.190208368,0.382104439,0.416836339
ALDH6A1,0.042785755,-0.224831114,-0.316873352,0.296407245,1.185782032,0.749135968
ALDH7A1,0.062172542,0.340583926,0.002999646,-0.268360423,-0.052843819,0.121414423
ALDH8A1,-0.447847303,0.105591831,-0.285230745,-0.092391746,0.653168716,-0.182448275
ALDH9A1,0.298281209,0.205094988,-0.392149503,-0.090326068,-0.334230083,0.016222441
ALDOA,-5.256813189,-3.001798072,-5.207577411,-3.197236351,0.483190377,0.771929352
ALDOB,-0.090553466,-0.330104679,-0.473392519,-1.203719742,0.562794873,0.051686158
ALDOC,0.589508889,-0.138381402,-0.061625552,0.3543934,0.392996069,-0.184859099
ALG1,-1.231262935,1.960242602,2.984328785,1.49721638,0.822330361,0.182705792
ALG10,-0.95146271,0.131902519,-0.062247208,-0.060854143,0.193074019,0.455826627
ALG10B,0.03051856,-0.227700503,0.651892427,0.137806844,0.100171496,-0.73729224
ALG11,-0.098894847,0.041204859,0.585413015,0.84202551,0.608779528,0.001906819
ALG12,-0.39253804,-0.60442782,-0.118718106,0.290654349,-0.210088019,0.531466884
ALG13,-0.384699785,2.247347101,3.151538056,2.40426727,-0.009834419,-0.308103569
